date,description,category,amount
2024-03-02,Own all member through actually college.,Personal Care,1296.13
2023-07-01,Article these concern write cut agent.,Transportation,4270.05
2022-09-23,Science boy floor bank during.,Utilities,4733.96
2024-02-05,Different hand father.,Entertainment,813.23
2022-06-04,Bill road myself tough.,Personal Care,850.81
2023-01-05,Total real player when.,Subscriptions,3918.66
2023-02-07,Rate realize both.,Transportation,4043.88
2023-10-18,Represent light sound career.,Entertainment,4110.98
2022-06-20,Decide between woman produce maintain.,Utilities,3353.67
2023-06-23,Able anything continue argue talk theory.,Utilities,1416.91
2023-07-08,Respond under total alone hotel.,Personal Care,4917.22
2023-07-08,Power before low back improve artist.,Entertainment,903.02
2024-01-17,Arm decade decide put.,Personal Care,217.7
2022-09-21,Attack worker move despite building author.,Personal Care,1913.87
2023-07-14,Off consumer lead fund.,Entertainment,108.61
2023-01-28,Rather training common simple blue.,Personal Care,3174.02
2023-03-16,Take yes save close instead hope.,Entertainment,4182.34
2022-10-06,Increase how official with mean.,Shopping,4887.74
2022-12-09,Range important development.,Subscriptions,4272.41
2023-03-31,Call myself leave for federal yeah.,Shopping,1637.49
2023-08-08,Car day treat parent.,Subscriptions,2067.31
2023-11-17,Ten cut scientist her no deal.,Subscriptions,3736.17
2023-01-31,According view would among still left.,Transportation,214.31
2022-08-02,Right level management defense catch.,Other,761.82
2024-01-14,Consider total management indeed floor apply.,Food,4646.75
2022-08-24,Difficult sort as.,Transportation,322.25
2024-03-11,Building right scene idea.,Transportation,4631.49
2022-12-19,Return woman central across rich yeah.,Entertainment,2319.18
2024-05-04,Difficult old cultural sense to check.,Entertainment,2444.24
2023-06-20,Member player its guy consider stuff.,Food,3096.72
2023-02-02,Somebody Republican including shake there yet.,Entertainment,129.45
2022-11-05,Choose ten model easy.,Billbox,2464.44
2023-03-26,Business see method national bad audience.,Transportation,4619.44
2022-07-21,Season nice learn similar avoid marriage.,Entertainment,3721.92
2022-05-18,They each some production.,Transportation,1097.94
2022-10-03,Away subject according.,Billbox,2849.35
2022-10-04,Total only here each base.,Shopping,4754.28
2022-11-19,Necessary natural would gas out product.,Personal Care,2252.58
2022-08-03,Pick challenge quality voice stop.,Entertainment,1379.45
2022-09-11,Spring song will become could performance.,Personal Care,3890.35
2022-12-13,Woman high clear.,Transportation,4085.78
2022-10-04,Operation away above finally parent.,Shopping,4312.22
2022-06-03,Serious walk time.,Transportation,19.22
2022-10-02,Yourself story realize.,Subscriptions,588.81
2024-02-20,This quite people.,Personal Care,2087.19
2023-08-03,Church assume century model tonight require.,Subscriptions,528.3
2024-02-19,Design card avoid unit couple.,Personal Care,4103.67
2022-10-26,Receive computer south draw summer none.,Billbox,972.03
2024-01-08,Determine own sign.,Personal Care,3080.33
2022-12-11,Head return medical science.,Shopping,2327.12
2024-02-27,Black who agency itself.,Entertainment,2628.28
2023-08-30,Everyone hotel air seven special.,Other,4111.17
2022-12-11,Lose cup pass low impact.,Food,3133.02
2023-12-04,In car artist that.,Subscriptions,2005.16
2023-01-08,Here his do tough sport.,Billbox,3098.03
2022-09-11,Participant meet can car ago.,Shopping,2276.29
2023-05-23,Western speak bank.,Shopping,3200.47
2023-07-19,Lose ground discover.,Other,781.97
2023-11-06,Sure hope force produce leg.,Billbox,4109.74
2022-11-01,Truth strong walk eat always.,Subscriptions,4726.33
2023-04-05,Prove fly sign.,Entertainment,3849.95
2022-10-10,At organization rate.,Personal Care,2831.25
2022-06-05,Enjoy benefit ready hot crime this.,Transportation,2317.78
2022-05-27,Executive country get forget save.,Utilities,4600.56
2023-12-05,Old early place voice use evidence.,Shopping,733.71
2024-01-02,Approach business mention.,Shopping,654.98
2022-05-31,Goal drug different site include less middle.,Subscriptions,1901.5
2023-04-27,Either white security yard.,Transportation,2568.64
2023-05-09,Cell pass group long throw.,Subscriptions,1195.45
2022-08-31,Represent song hotel.,Personal Care,3396.91
2022-08-29,Article along between continue issue.,Billbox,1060.89
2022-12-20,Billion wonder evidence they.,Utilities,2430.21
2024-03-06,Clear the along partner.,Transportation,3220.7
2024-04-03,Strong listen build artist white event.,Subscriptions,3073.67
2023-11-25,Skill each anything letter four.,Food,794.0
2023-01-31,Again performance fear green into today.,Transportation,4157.17
2022-05-13,Early number able.,Transportation,373.36
2024-04-14,Friend last north bring reduce resource.,Shopping,1195.8
2023-02-03,Simple where none.,Subscriptions,4423.33
2023-07-28,Resource commercial notice between recognize agent.,Billbox,2391.92
2022-10-26,Around deep small wear realize sell.,Subscriptions,1462.17
2022-06-28,Step adult job.,Shopping,2407.94
2023-05-20,Herself institution former human follow four.,Food,2625.07
2022-06-29,Own identify cultural kid.,Billbox,275.44
2024-01-19,Car black glass show bar plan maintain.,Entertainment,205.46
2023-10-17,Effect there spring fish despite far.,Billbox,791.56
2023-07-04,Computer keep air.,Entertainment,3946.72
2023-10-06,Mention guess growth meet particularly friend.,Personal Care,855.13
2023-08-20,Station argue trouble especially skill.,Personal Care,4876.13
2024-02-27,More list own garden current.,Other,2530.83
2022-11-09,Make benefit audience.,Other,4099.31
2022-07-02,Hotel perhaps certainly sport.,Utilities,4724.95
2022-11-16,Home hundred cold new enter.,Food,2550.24
2023-09-18,Idea improve look benefit.,Subscriptions,1875.36
2022-12-02,Onto young traditional which wrong often.,Shopping,4630.31
2022-08-12,Add sound another.,Personal Care,4407.72
2023-11-19,Investment back window.,Food,1706.53
2023-06-01,Spring again popular store author.,Food,988.96
2023-09-07,Message sport manage over property answer.,Utilities,430.68
2023-10-28,Think very rock space over change.,Transportation,1824.81
2024-03-21,Choose own among both number.,Billbox,12.74
2023-12-30,Reason about lawyer.,Shopping,1534.76
2023-07-24,After world black common.,Transportation,3087.67
2024-04-09,Available able card.,Personal Care,1756.08
2022-08-20,Production develop state.,Personal Care,4260.93
2024-03-11,Natural song left research teach ok.,Food,4434.16
2023-04-09,Beyond agent they reality set stay.,Personal Care,4037.36
2022-06-06,Upon either reason month you.,Transportation,3462.86
2023-11-02,Alone close rule.,Personal Care,3808.06
2022-09-13,Realize now push door.,Food,1924.14
2022-07-04,Trial political discussion one turn.,Personal Care,4100.92
2023-03-28,Business whom source prepare.,Entertainment,3543.43
2023-05-02,Place imagine season.,Shopping,2918.8
2023-04-28,Town open today organization finally.,Food,2649.79
2024-03-23,Him free same phone along.,Personal Care,4809.98
2022-11-30,Particularly it national.,Billbox,1220.87
2022-05-18,Serious charge stand.,Food,1359.52
2023-11-14,Whom reason culture suggest class any.,Billbox,3299.54
2023-07-06,Arm yeah itself teach read.,Food,2956.86
2022-05-31,Might compare TV this opportunity reduce.,Utilities,4502.86
2022-12-14,Team reach her.,Transportation,3596.31
2024-01-17,Control national song side southern service.,Utilities,732.91
2022-09-30,Wonder training sign.,Food,1850.34
2023-12-31,Her key reality.,Food,4988.99
2022-06-13,Raise green ability shake surface red.,Shopping,2570.63
2023-05-22,Mother recognize individual raise.,Transportation,687.4
2022-08-02,Nice there high like already.,Food,804.54
2023-11-25,Maybe research note Republican rather.,Utilities,4717.63
2023-02-08,Several go than simple.,Subscriptions,4116.34
2023-07-30,Notice seat father and.,Billbox,1744.87
2022-11-08,Agent group four race culture.,Food,1586.34
2022-08-25,Owner walk really store nature.,Shopping,984.13
2024-03-16,Work thing produce catch.,Utilities,1569.39
2023-06-28,Worker stand summer before majority field.,Other,1148.21
2023-04-14,Improve school whatever city good final side.,Food,2536.25
2022-06-28,Goal draw that station both.,Personal Care,988.43
2024-04-25,Public now board.,Personal Care,1506.73
2022-12-20,Affect address open.,Billbox,4700.7
2023-12-22,Traditional sport each center suffer bring.,Personal Care,1751.33
2023-04-29,Range I suffer compare cut.,Food,676.73
2022-05-29,Daughter become describe movie.,Subscriptions,4066.07
2023-02-03,Election chance store more choice.,Shopping,3660.06
2023-06-13,Down officer hit education.,Billbox,2482.97
2023-08-19,Maintain case simply.,Personal Care,2900.36
2024-05-02,Various yard fly.,Entertainment,2645.65
2023-07-08,Choose position according bank describe.,Subscriptions,1876.43
2022-05-07,Indicate next try particularly popular available.,Transportation,435.29
2023-11-08,Able course approach.,Transportation,3400.0
2022-11-14,Cost night into.,Shopping,1951.62
2024-04-20,Production use somebody.,Shopping,2007.23
2023-02-28,Behavior herself four of late believe.,Transportation,4482.94
2024-03-24,Follow maintain family only again computer.,Food,1822.87
2022-06-12,Law course main.,Other,756.07
2024-04-30,At consider ago consider a bring.,Entertainment,198.12
2023-09-15,Thus third deep security inside hot.,Shopping,3912.51
2024-03-25,Mind four station reality.,Billbox,1052.99
2022-09-29,Child learn moment beat floor.,Personal Care,1492.9
2023-10-25,Mrs country true above movement attorney.,Subscriptions,3160.61
2023-02-19,Song western moment certainly.,Transportation,1104.01
2023-12-22,Father meeting action.,Other,1579.92
2023-07-26,Although book company social.,Entertainment,4254.94
2023-04-18,They camera skin want economic claim.,Shopping,4940.74
2023-06-09,Major discover poor.,Billbox,4631.4
2022-07-26,Wear owner win.,Shopping,2828.4
2022-06-02,Mention rock everything last pretty worry.,Transportation,1807.96
2023-11-21,Heart sign join particularly hope.,Utilities,1571.69
2022-10-13,Again team follow since.,Shopping,3527.56
2023-05-30,Across baby growth white.,Food,676.89
2023-02-05,Mean play pretty great.,Other,4815.85
2024-03-21,Current board at information.,Personal Care,4337.26
2023-12-30,Let adult police doctor their thing.,Other,1423.13
2022-08-25,Car decision current prepare popular skin.,Utilities,3015.63
2022-12-19,Work join everyone page.,Utilities,4565.96
2022-11-28,Minute federal service certainly.,Personal Care,3392.52
2022-08-03,Real consumer Democrat bad skill agency.,Other,4754.75
2023-09-12,Else part crime able.,Utilities,2757.39
2022-07-03,Actually morning environmental stay whether.,Shopping,1768.56
2024-05-02,Nothing myself give clearly.,Subscriptions,2754.97
2022-11-06,Window ten late find accept.,Food,169.61
2023-07-03,Night exactly hard exist agree Mrs.,Utilities,3121.74
2024-02-18,Card walk very car.,Shopping,1598.63
2022-10-09,Attorney direction TV surface for author.,Utilities,4421.97
2023-06-12,Computer war clearly beautiful with truth.,Billbox,1111.8
2023-10-31,Actually focus way pattern.,Shopping,4927.1
2024-04-30,Ground lawyer cup.,Utilities,1946.14
2022-12-21,Structure guess arm strong according.,Subscriptions,56.92
2024-03-24,Wide consider size believe get use.,Personal Care,1955.15
2024-02-10,Lot finally attorney whatever television.,Subscriptions,329.11
2023-07-13,Member too wide.,Shopping,4674.57
2022-07-03,Similar into study early.,Personal Care,4242.52
2024-01-13,Shoulder her garden official.,Subscriptions,3571.87
2023-11-04,Into identify care.,Transportation,3015.78
2023-10-09,Say compare travel.,Shopping,2086.4
2022-07-08,Ever administration available.,Subscriptions,3530.4
2022-11-03,Fast door his myself however.,Food,442.69
2023-04-01,Establish provide civil type.,Shopping,307.98
2024-01-15,Energy agency family about.,Entertainment,2530.14
2024-03-20,Agency face woman wear season represent.,Shopping,660.19
2023-05-31,Just assume family TV deal.,Billbox,3342.95
2023-08-15,Evening page career girl career director.,Utilities,2109.57
2024-02-24,Involve respond real on determine perform.,Shopping,3657.0
2022-10-05,Open political above cut ever.,Food,3839.5
2023-05-18,Group name officer exist.,Billbox,2415.81
2024-01-02,Else ten real instead capital.,Utilities,515.41
2023-01-27,Story minute medical responsibility cause one thank.,Other,921.83
2023-08-16,Executive black week interest bag.,Other,2559.68
2022-05-07,Your believe design source son.,Personal Care,4267.58
2022-12-24,Memory something think.,Shopping,4650.38
2023-08-19,Manage media movie.,Personal Care,4910.29
2024-04-02,Yard situation raise suddenly fall.,Entertainment,471.78
2023-08-30,Themselves official peace ask.,Entertainment,1595.13
2023-08-27,Interest know about sense boy according.,Food,3803.03
2023-03-01,Without education me even role.,Subscriptions,82.34
2023-04-13,Science much answer face already.,Other,4869.41
2023-08-27,Air dinner effect.,Food,2327.56
2022-06-28,Group cold coach near.,Personal Care,2239.74
2023-11-26,Several spend civil feeling.,Food,3057.87
2023-11-10,Address step final president.,Other,69.5
2024-02-25,Buy fund high how plan free.,Food,2446.53
2023-03-19,Majority scene board.,Other,1787.56
2022-05-09,Field girl concern.,Billbox,2827.13
2023-09-07,Coach firm resource carry art.,Subscriptions,4652.9
2022-11-06,Source bit religious.,Entertainment,1681.03
2023-10-24,Style there old system training side.,Shopping,1230.4
2023-02-04,Wide with hair any move position.,Other,1550.01
2022-07-23,Scene should long.,Other,2468.18
2023-06-25,Hand in local lead tough affect.,Personal Care,3988.52
2023-12-19,Lead line our.,Shopping,3993.86
2024-03-14,Art politics general national perform somebody.,Transportation,1066.46
2023-06-08,Shake himself state kind.,Other,3102.92
2022-12-06,Book child fall reality board.,Utilities,2196.35
2022-12-26,Fly student likely forget guess.,Food,4817.23
2023-12-11,Add military change something clear skill.,Utilities,1694.15
2022-11-04,Moment threat could newspaper ask.,Utilities,3447.14
2023-09-05,Section south who.,Transportation,2744.35
2024-04-13,Subject list doctor threat.,Other,804.51
2023-03-25,Feeling sound over vote.,Shopping,1658.27
2022-06-18,Too write positive rise.,Shopping,2072.13
2024-05-03,Recent my up join audience action.,Personal Care,1686.54
2022-08-11,Role top per.,Utilities,1197.37
2022-05-30,Visit order tell help.,Food,2772.96
2023-03-28,Character town expect.,Other,4981.45
2023-02-25,Sound sense site bill.,Billbox,3462.82
2023-01-12,Summer history science world tend.,Utilities,1950.88
2023-03-14,President floor notice any.,Billbox,4674.82
2023-06-30,Health decision page quite rich nearly.,Entertainment,1319.38
2024-02-10,Medical civil morning alone.,Food,971.94
2022-11-28,War whom quite since.,Entertainment,4956.74
2023-11-30,Suggest Democrat study.,Personal Care,4484.13
2023-07-30,Note court marriage.,Food,3188.77
2023-06-24,Story middle among machine later.,Food,720.19
2022-07-19,Reveal anyone matter need school him.,Billbox,3054.11
2023-03-30,Figure out list board.,Utilities,2714.2
2022-08-17,Work free five respond this.,Shopping,3763.4
2023-05-09,Base skin back tonight on.,Personal Care,1628.02
2023-03-15,Price they fund.,Utilities,2419.57
2022-09-01,Different front candidate.,Utilities,3984.33
2023-05-17,Help raise choose bag current.,Subscriptions,2454.51
2022-10-25,Couple office general.,Billbox,1249.01
2023-05-20,Treatment sell billion six section.,Transportation,2562.04
2023-03-07,Fear little return area.,Shopping,56.21
2024-05-01,Throw star long hospital.,Billbox,4795.81
2022-12-10,Field keep modern record organization.,Food,964.8
2022-06-29,Store TV cost coach poor.,Shopping,2249.21
2023-07-16,Country art us heart capital.,Utilities,909.64
2023-12-19,Trade network deal either Congress.,Other,4829.46
2022-10-15,Item skin experience citizen meet me.,Utilities,256.16
2022-12-23,Miss job main.,Shopping,1607.89
2023-04-12,Mention home hope rock.,Entertainment,371.43
2024-01-08,Strong note participant.,Personal Care,530.75
2023-11-12,Particularly just only.,Utilities,3695.35
2023-04-06,Determine south learn method around relate.,Personal Care,3127.72
2024-02-01,Clearly policy campaign.,Billbox,1921.85
2022-09-25,Finally institution open man.,Shopping,4438.66
2023-11-12,Heart model job.,Billbox,219.25
2022-08-04,Nor onto bed red certain price.,Food,4089.39
2022-07-28,Fear represent option radio its.,Other,1245.27
2024-03-29,Under finally parent assume entire out.,Personal Care,715.0
2023-03-26,Serious season road.,Billbox,11.57
2022-06-16,Main suddenly heavy.,Food,932.88
2022-07-19,Change shake outside cell magazine trade.,Subscriptions,101.56
2022-10-20,After guess upon at.,Food,2147.78
2022-07-27,Manage black system window.,Other,2167.27
2022-12-08,Participant hard recently huge off.,Shopping,3060.21
2023-01-08,Health billion herself hard fact.,Other,1293.52
2022-05-13,Standard situation nor identify fast especially.,Food,3340.96
2024-01-16,More station plan.,Subscriptions,1857.59
2023-07-12,Network example its also.,Billbox,26.29
2023-10-16,Program floor beautiful able reach.,Subscriptions,1794.28
2023-10-01,Effect those often music.,Shopping,1927.06
2022-09-24,Summer bed environmental star child.,Personal Care,3019.12
2022-07-05,Teacher note I.,Personal Care,424.65
2023-06-11,Environment lose inside yard.,Food,3954.98
2022-05-22,Money should write turn.,Shopping,4527.17
2023-05-04,Manage allow point arm.,Food,1292.94
2023-02-26,Truth cost wall type.,Entertainment,3497.11
2023-06-28,Raise prove Mrs community off.,Entertainment,4911.34
2024-01-18,Health her company toward side.,Subscriptions,4470.69
2023-04-21,Husband grow sister Democrat finish.,Subscriptions,553.15
2023-05-03,Present argue growth notice teach.,Other,4897.14
2023-10-30,Something tonight speak him push leg score.,Transportation,3417.2
2023-06-14,Address student tell child.,Entertainment,2497.29
2023-06-26,Fill before election.,Food,1741.23
2023-11-21,Tv have Republican truth chair.,Billbox,2944.89
2022-06-27,Miss establish remain fact agency.,Transportation,3006.73
2022-08-03,Crime nothing author heart list.,Food,4744.44
2022-10-08,Goal job building result.,Food,987.79
2022-10-02,Art candidate southern camera author seek.,Subscriptions,3856.7
2023-09-18,Also throughout street yes half democratic.,Personal Care,3190.3
2023-02-21,Pm box foreign.,Food,123.59
2023-06-06,Foreign owner hit avoid usually offer.,Transportation,92.48
2024-03-10,Usually charge choice.,Personal Care,2961.57
2023-03-05,Meet range push hold table country.,Other,2392.6
2022-08-03,Production worker price light public.,Food,4274.19
2024-04-04,Performance career voice never sure.,Other,3728.61
2022-08-04,Hotel hold raise a.,Utilities,2728.33
2023-04-20,Identify difficult detail realize anything upon.,Billbox,2229.97
2022-07-10,Game force about apply knowledge really.,Entertainment,1114.2
2022-09-07,Strong decision despite day.,Personal Care,3328.44
2024-03-03,Team decide Republican anything.,Entertainment,2475.57
2023-11-29,Why believe wish seem.,Other,1143.09
2023-11-27,Beautiful still good practice situation fight.,Shopping,4895.49
2022-11-23,Wonder outside you.,Transportation,4117.13
2022-12-27,Play of ago.,Other,626.18
2022-09-14,Both pretty city also.,Subscriptions,4795.35
2023-01-18,Indeed themselves which.,Personal Care,3513.29
2023-09-15,Party already enough mother article total standard.,Personal Care,1509.08
2022-08-25,Direction play wind idea.,Entertainment,2173.55
2023-03-05,Control former industry sea pay ready.,Other,3140.09
2023-12-28,Fear describe store increase.,Personal Care,2685.86
2023-09-25,Above such decide today.,Subscriptions,2573.65
2022-12-20,Heavy list put world present.,Shopping,3178.26
2023-04-12,Middle mean media author east raise.,Subscriptions,1718.62
2024-03-11,Determine everything mention.,Billbox,4623.33
2023-07-25,Industry article call reflect case.,Food,672.08
2023-06-22,Including thought against.,Utilities,4019.22
2024-03-01,Technology head scientist minute.,Other,2833.49
2022-12-26,Difficult south attention fast.,Subscriptions,2587.37
2022-06-17,Picture city huge total remain.,Entertainment,3176.49
2022-07-14,Success attack often consider herself see.,Other,3406.89
2022-12-12,Anyone heart direction player thought.,Transportation,37.68
2022-05-23,Action standard wrong traditional.,Entertainment,2498.27
2023-12-12,Require national image big.,Personal Care,4298.65
2023-07-07,Half note around half level defense.,Utilities,2229.8
2023-02-28,Be tend cause her their interview.,Other,4221.86
2024-03-12,Level kid listen.,Other,1792.86
2023-03-25,Out family loss hit degree catch.,Other,4097.22
2024-02-12,Their soldier by wife sister.,Personal Care,4872.7
2023-01-19,Building black page.,Other,2597.91
2022-08-26,Enjoy where enter personal bring.,Entertainment,4333.8
2022-10-30,No yourself market continue hot.,Entertainment,1097.29
2023-12-28,Develop myself day.,Entertainment,801.64
2022-12-01,Piece try describe rate gas.,Other,2429.99
2024-02-22,Green should Mr.,Food,2637.79
2023-07-29,Congress late maybe large.,Personal Care,1258.33
2023-03-07,Board leader cause heavy single.,Shopping,4230.2
2022-10-25,Dream wrong great.,Subscriptions,1762.38
2023-05-29,Weight yes language.,Subscriptions,1082.02
2022-05-24,Add value enter.,Entertainment,4756.02
2023-10-07,Any majority home Mrs religious.,Transportation,4635.24
2024-04-19,Stock follow bit quickly.,Food,3057.37
2024-02-02,Edge list movement.,Personal Care,3296.2
2022-05-16,Bar thank age specific among.,Personal Care,1832.47
2022-08-24,Very president beautiful.,Shopping,423.2
2022-10-12,Food very hard.,Shopping,3375.33
2022-12-23,Yet poor forget.,Subscriptions,4459.15
2023-07-13,Response group old option.,Billbox,1053.9
2022-09-05,Subject lose page someone how summer.,Shopping,2351.22
2023-10-16,Growth cold size treatment similar face.,Subscriptions,3233.26
2023-04-23,Coach them boy everything.,Entertainment,2274.94
2022-10-23,Each kitchen lay.,Subscriptions,3292.61
2024-03-30,Week century dream.,Transportation,2491.47
2023-10-29,Statement part begin husband.,Transportation,1630.65
2022-11-16,Rich common buy of.,Other,4596.23
2023-02-01,Relationship night store hour truth.,Other,2673.65
2022-09-14,Build marriage material traditional however example.,Transportation,3043.28
2023-12-06,Stage he institution medical news for.,Food,2478.74
2024-03-20,Mission law claim senior this.,Food,3973.99
2024-01-18,Anything believe cost certainly everybody single.,Entertainment,1470.23
2023-01-18,True blue leg even leave.,Billbox,217.3
2023-08-02,Trial concern machine charge certainly share.,Billbox,4151.85
2022-08-13,Image officer tend Mrs.,Entertainment,4271.19
2023-11-27,Financial help account type although.,Food,4286.92
2022-07-24,Standard education success ground sign or.,Shopping,2314.39
2023-09-23,Tonight reveal entire behavior.,Subscriptions,2914.21
2023-07-22,Very successful movement direction.,Personal Care,1946.17
2024-03-17,Myself need newspaper major head.,Shopping,3227.04
2024-01-12,Him tough manager billion bad interesting.,Food,2595.85
2023-07-06,City discuss our water.,Utilities,223.36
2022-08-18,Weight central white.,Entertainment,3311.86
2023-10-25,Help security cold community.,Entertainment,4098.26
2024-05-03,Something section myself.,Other,1519.82
2023-01-15,Place cultural always.,Other,3196.07
2022-08-03,Less cost give cover.,Transportation,969.01
2024-04-13,Onto buy husband stand.,Transportation,1743.12
2023-08-03,True position responsibility safe until fine.,Food,1008.21
2022-05-14,Station leader forget black husband.,Shopping,2338.61
2023-11-11,Teach book maintain expect capital example.,Food,4772.65
2022-07-16,Arm who amount information agreement.,Transportation,2460.95
2023-06-24,Actually send popular away.,Entertainment,71.94
2023-07-19,May term himself loss join.,Entertainment,3587.18
2024-01-06,Drug most ok where.,Food,1319.23
2023-07-18,Seven senior campaign current increase thought.,Utilities,176.41
2023-05-06,Standard act west test really.,Shopping,1136.46
2024-04-20,Account professor consumer resource only real born.,Transportation,729.9
2023-08-01,Painting region stay indeed notice them.,Utilities,2191.56
2023-06-16,Condition my beautiful quickly believe.,Billbox,2274.89
2023-05-09,Action protect life explain.,Billbox,4877.83
2023-12-08,Off happy serious point.,Billbox,2500.42
2022-12-23,Skin perform use.,Billbox,4446.71
2023-09-28,Increase wonder begin growth.,Personal Care,2388.83
2023-08-10,None owner several move.,Personal Care,3009.81
2024-03-09,Standard side figure gas already study.,Transportation,2135.3
2024-01-06,Relate popular history.,Shopping,2602.02
2022-07-27,Movement focus expert win onto energy garden.,Subscriptions,1434.93
2023-09-26,Out security this go anything example.,Utilities,1389.82
2023-06-04,Occur so hotel.,Utilities,3810.22
2024-03-03,Offer challenge spring defense brother attorney ago.,Shopping,4966.49
2022-12-28,As physical despite next rock.,Personal Care,3849.25
2022-11-26,Rock leg of last pay exactly.,Subscriptions,4410.57
2023-09-06,Actually pull fall either thus according.,Shopping,4146.28
2022-07-20,Consider onto none western.,Subscriptions,1144.4
2023-04-16,Western old meet candidate sign.,Entertainment,196.74
2023-01-24,Later hour game old difference.,Food,780.14
2023-10-26,Serious when but.,Personal Care,3082.43
2022-12-16,Rise our history task.,Personal Care,607.13
2022-12-05,Feel imagine garden executive.,Utilities,4039.97
2024-01-19,Customer serious shake.,Shopping,3368.36
2023-11-03,Popular reach door.,Food,2174.27
2023-10-14,Ball above however.,Entertainment,2024.4
2024-02-27,Ten man stage least.,Transportation,3819.94
2023-09-27,Difficult culture represent over.,Shopping,2851.67
2023-09-28,Sea suddenly specific similar.,Entertainment,3762.85
2023-10-03,Rate sort seven stop writer.,Subscriptions,1331.39
2023-11-30,Fact teach worker before later.,Utilities,4672.91
2024-01-20,Hold bed nearly plan.,Billbox,3092.54
2024-03-02,Single drive trip affect.,Shopping,3373.59
2023-08-31,Democratic follow professional according.,Shopping,2767.82
2022-07-13,Build threat technology career.,Shopping,2848.74
2023-03-19,Design those admit against weight Congress.,Other,33.52
2022-11-10,Drop card spring run chair dark.,Other,2998.05
2024-03-04,Explain point article.,Food,654.5
2023-05-26,Manage participant other hour record hard.,Other,1712.53
2023-09-11,Phone occur above market far through sea.,Personal Care,1005.88
2022-11-20,Kitchen instead trial.,Food,2457.32
2022-08-30,Stuff reveal close charge.,Subscriptions,4161.76
2024-03-17,Billion modern night return.,Billbox,1959.16
2023-10-03,Agree course defense him just mean.,Entertainment,3368.79
2022-12-28,Drug get organization focus.,Utilities,1812.19
2024-01-27,Explain throw that situation wife have.,Entertainment,3994.43
2022-10-06,Various fly be.,Utilities,2372.6
2022-12-30,Know prepare others above eight.,Other,1388.64
2022-11-12,Hundred above area receive.,Other,3747.81
2022-06-12,System reason chair politics civil.,Billbox,4214.05
2023-11-14,Fire charge after investment suffer.,Utilities,320.72
2023-04-13,Put standard responsibility apply.,Food,4891.84
2023-06-24,Carry practice wait those.,Personal Care,1075.37
2023-11-29,Five minute relationship green environmental.,Food,2166.67
2022-11-16,Meet commercial appear baby still receive.,Subscriptions,274.97
2023-05-24,Well onto suffer agree admit environment.,Subscriptions,3855.37
2024-05-03,Build interview special performance place.,Utilities,2491.47
2022-06-15,Forget population exist approach investment.,Entertainment,2253.03
2023-08-08,Black view hotel sit.,Billbox,3745.94
2023-03-11,Feeling growth miss than single music.,Utilities,40.86
2023-12-10,Television character son subject center administration.,Subscriptions,1046.9
2022-09-23,Family stand nearly PM politics.,Subscriptions,1702.31
2023-07-07,Evening we paper.,Food,4730.75
2022-06-30,Guess different store defense serve turn.,Personal Care,3813.96
2022-11-02,Center different party kind cultural debate.,Personal Care,3624.7
2022-09-06,Level discover push expert image.,Personal Care,3433.19
2023-10-24,Two including high either fear.,Shopping,1753.89
2022-06-13,Others rule animal.,Other,4575.85
2022-07-12,Anyone this campaign market window.,Personal Care,3924.31
2024-02-12,Son military of finally.,Entertainment,3862.26
2024-04-23,Travel start alone nice.,Utilities,2731.63
2023-05-22,Throughout cut eat amount.,Subscriptions,5000.0
2023-07-12,Anyone focus reduce military dinner.,Transportation,4491.23
2022-12-13,Study walk happen.,Personal Care,3340.89
2024-03-04,Thing economy office section go.,Utilities,4845.26
2022-09-21,Career hot area similar.,Other,2272.5
2022-08-01,Clearly soldier positive common raise.,Shopping,2396.96
2023-10-07,Surface mean poor year give worry.,Subscriptions,4820.45
2023-10-22,Result institution but eat question simple.,Billbox,3014.04
2023-08-22,Forget pattern share society right window.,Personal Care,232.63
2023-09-15,Character girl value.,Subscriptions,288.5
2022-10-09,Hear concern then.,Food,4844.28
2022-08-25,Chance carry use.,Shopping,4512.56
2022-08-06,Prevent condition big.,Utilities,825.51
2022-06-19,Fear piece staff.,Shopping,2775.48
2022-06-18,Result now rule.,Food,2255.52
2023-08-24,Adult position figure.,Food,4671.96
2023-03-06,These quickly field out war.,Subscriptions,4485.02
2023-10-20,Majority health unit wrong rock almost.,Other,775.12
2024-02-28,Leg machine voice recently natural.,Transportation,2418.34
2023-07-12,Never either top product gas.,Utilities,484.36
2023-09-22,Idea condition past realize not.,Subscriptions,4567.07
2024-01-09,Order far leg security onto.,Entertainment,3890.38
2022-06-29,Baby life something class attack.,Shopping,2382.09
2022-05-17,Tax board lay.,Personal Care,766.37
2023-01-26,Total responsibility provide evening while lot.,Other,3003.62
2023-03-21,Opportunity off measure east.,Subscriptions,3120.75
2023-08-10,Family bit fear up soon.,Entertainment,512.56
2023-08-25,Try themselves pattern trouble staff.,Subscriptions,3366.2
2023-12-12,Accept story might.,Billbox,3995.35
2022-09-14,Field room must.,Other,2673.35
2022-11-10,Reduce local close kind daughter.,Subscriptions,692.01
2023-10-15,Agency exactly performance.,Food,2079.39
2022-07-11,Remember themselves pressure I walk.,Transportation,3561.09
2023-12-21,Rate expect adult network improve between.,Subscriptions,1535.83
2023-09-07,Reduce skin north.,Other,2101.64
2022-10-25,Early top cause small.,Food,2712.99
